SOPHISTRY	a deliberately invalid argument displaying ingenuity in reasoning in the hope of deceiving someone
SOPHOCLES	one of the great tragedians of ancient Greece (497-406 BC)
SOPHOMORE	a second-year undergraduate
SOPORIFIC	a drug that induces sleep
SOPPING	extremely wet
SOPPY	wet through and through; thoroughly wet
SOPRANO	a female singer with the highest vocal range of all the voice type
SOPS	piece of solid food for dipping in a liquid
SORBET	an ice containing no milk but having a mushy consistency; usually made from fruit juice
SORBONNE	a university in Paris; intellectual center of France
SORCERER	one who practices magic or sorcery
SORCERESS	a woman sorcerer
SORCERY	the belief in magical spells that harness occult forces or evil spirits to produce unnatural effects in the world
SORDID	unethical or dishonest
SORDIDNESS	unworthiness by virtue of lacking higher values
SORE	an open skin infection
SOREHEAD	someone who is peevish or disgruntled
SORELY	to a great extent
SORENESS	a pain that is felt (as when the area is touched)
SORGHUM	economically important Old World tropical cereal grass
SORORITY	a social club for female undergraduates
SORREL	any plant or flower of the genus Oxalis
SORRINESS	worthlessness due to insignificance
SORROW	an emotion of great sadness associated with loss or bereavement
SORROWFUL	experiencing or marked by or expressing sorrow especially that associated with irreparable loss
SORROWFULNESS	the state of being sad
SORROWING	sorrowful through loss or deprivation
SORRY	feeling or expressing regret or sorrow or a sense of loss over something done or undone
SORT	a category of things distinguished by some common characteristic or quality
SORTED	arranged according to size
SORTIE	a military action in which besieged troops burst forth from their position
SORTING	an operation that segregates items into groups according to a specified criterion
SOS	abbreviation: an internationally recognized distress signal in radio code
SOT	a chronic drinker
SOTTISH	given to or marked by the consumption of alcohol
SOU	a former French coin of low denomination; often used of any small amount of money
SOUFFLE	light fluffy dish of egg yolks and stiffly beaten egg whites mixed with e.g. cheese or fish or fruit
SOUGH	make a murmuring sound
SOUGHING	characterized by soft sounds
SOUGHT	that is looked for
SOUK	an open-air market in an Arabian city
SOUL	the immaterial part of a person; the actuating cause of an individual life
SOULFUL	full of or expressing deep emotion
SOULFULNESS	deep feeling or emotion
SOULLESS	lacking sensitivity or the capacity for deep feeling
SOULLESSLY	in a soulless manner
SOULMATE	someone for whom you have a deep affinity
SOUND	the particular auditory effect produced by a given cause
SOUNDBITE	a very short speech; usually on radio or television
SOUNDBOARD	(music) resonator consisting of a thin board whose vibrations reinforce the sound of the instrument
SOUNDER	a device for making soundings
SOUNDING	appearing to be as specified; usually used as combining forms
SOUNDLESS	marked by absence of sound
SOUNDLESSLY	without a sound
SOUNDLY	deeply or completely
SOUNDNESS	a state or condition free from damage or decay
SOUNDPROOF	impervious to, or not penetrable by, sound
SOUNDTRACK	sound recording on a narrow strip of a motion picture film
SOUP	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food
SOUPCON	a slight but appreciable amount
SOUPY	having the consistency and appearance of soup
SOUR	a cocktail made of a liquor (especially whiskey or gin) mixed with lemon or lime juice and sugar
SOURCE	the place where something begins, where it springs into being
SOURDOUGH	a leaven of dough in which fermentation is active; used by pioneers for making bread
SOURED	having turned bad
SOURISH	tasting sour like a lemon
SOURNESS	the taste experience when vinegar or lemon juice is taken into the mouth
SOURPUSS	someone with a habitually sullen or gloomy expression
SOUSA	a United States bandmaster and composer of military marches (1854-1932)
SOUSAPHONE	the lowest brass wind instrument
SOUSE	a person who drinks alcohol to excess habitually
SOUSED	very drunk
SOUSING	the act of making something completely wet
SOUTH	the cardinal compass point that is at 180 degrees
SOUTHBOUND	moving toward the south
SOUTHEAST	the compass point midway between south and east; at 135 degrees
SOUTHEASTERLY	coming from the southeast
SOUTHEASTERN	situated in or oriented toward the southeast
SOUTHEASTWARD	the compass point midway between south and east; at 135 degrees
SOUTHERLY	a wind from the south
SOUTHERN	in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line
SOUTHERNER	an American who lives in the South
SOUTHERNMOST	situated farthest south
SOUTHEY	English poet and friend of Wordsworth and Coleridge (1774-1843)
SOUTHPAW	a baseball pitcher who throws the ball with the left hand
SOUTHWARD	the cardinal compass point that is at 180 degrees
SOUTHWARDS	toward the south
SOUTHWEST	the compass point midway between south and west; at 225 degrees
SOUTHWESTER	a strong wind from the southwest
SOUTHWESTERLY	coming from the southwest
SOUTHWESTERN	a dialect of Middle English, spoken in the area west of Sussex and south and southwest of the Thames
SOUTHWESTWARD	the compass point midway between south and west; at 225 degrees
SOUVENIR	something of sentimental value
SOVEREIGN	a nation's ruler or head of state usually by hereditary right
SOVEREIGNTY	government free from external control
SOW	an adult female hog
SOWER	someone who sows
SOWETO	a large collection of African townships to the southwest of Johannesburg in South Africa; inhabited solely by Black Africans
SOWN	sprinkled with seed
SOY	a source of oil; used for forage and soil improvement and as food
SOYBEAN	a source of oil; used for forage and soil improvement and as food
SOZZLED	very drunk
SPA	a health resort near a spring or at the seaside
SPACE	the unlimited expanse in which everything is located
SPACECRAFT	a craft capable of traveling in outer space; technically, a satellite around the sun
SPACEFLIGHT	a voyage outside the Earth's atmosphere
SPACEMAN	a male person trained to travel in a spacecraft
SPACESHIP	a spacecraft designed to carry a crew into interstellar space (especially in science fiction)
SPACESUIT	a pressure suit worn by astronauts while in outer space
SPACEWALK	any kind of physical activity outside a spacecraft by one of the crew
SPACEWOMAN	a female person trained to travel in a spacecraft
SPACEY	stupefied by (or as if by) some narcotic drug
SPACIAL	pertaining to or involving or having the nature of space
SPACING	the time between occurrences of a repeating event
SPACIOUS	very large in expanse or scope
SPACIOUSLY	with ample room
SPACIOUSNESS	spatial largeness and extensiveness (especially inside a building)
SPACKLE	powder (containing gypsum plaster and glue) that when mixed with water forms a plastic paste used to fill cracks and holes in plaster
SPADE	a playing card in the major suit that has one or more black figures on it
SPADEFUL	the quantity a shovel can hold
SPADEWORK	dull or routine preliminary work preparing for an undertaking
SPADIX	the fleshy axis of a spike often surrounded by a spathe
SPAGHETTI	pasta in the form of long strings
SPAIN	a parliamentary monarchy in southwestern Europe on the Iberian Peninsula; a former colonial power
SPAM	unwanted e-mail (usually of a commercial nature sent out in bulk)
SPAMMER	someone who sends unwanted email (often in bulk)
SPAN	the complete duration of something
SPANDEX	an elastic synthetic fabric
SPANGLE	adornment consisting of a small piece of shiny material used to decorate clothing
SPANGLED	covered with beads or jewels or sequins
SPANGLY	covered with beads or jewels or sequins
SPANIARD	a native or inhabitant of Spain
SPANIEL	any of several breeds of small to medium-sized gun dogs with a long silky coat and long frilled ears
SPANISH	the Romance language spoken in most of Spain and the countries colonized by Spain
SPANK	a slap with the flat of the hand
SPANKING	the act of slapping on the buttocks
SPANNER	a hand tool that is used to hold or twist a nut or bolt
SPAR	any of various nonmetallic minerals (calcite or feldspar) that are light in color and transparent or translucent and cleavable
SPARE	an extra component of a machine or other apparatus
SPARENESS	the property of being scanty or scattered; lacking denseness
SPARER	someone who refrains from injuring or destroying
SPARERIBS	baked or roasted with a spicy sauce
SPARING	avoiding waste
SPARINGLY	to a meager degree or in a meager manner
SPARK	a momentary flash of light
SPARKLE	merriment expressed by a brightness or gleam or animation of countenance
SPARKLER	a firework that burns slowly and throws out a shower of sparks
SPARKLING	a rapid change in brightness; a brief spark or flash
SPARKLY	marked by high spirits or excitement
SPARRING	an argument in which the participants are trying to gain some advantage
SPARROW	any of several small dull-colored singing birds feeding on seeds or insects
SPARROWHAWK	small North American falcon
SPARSE	not dense
SPARSENESS	the property of being scanty or scattered; lacking denseness
SPARSITY	the property of being scanty or scattered; lacking denseness
SPARTA	an ancient Greek city famous for military prowess; the dominant city of the Peloponnesus prior to the 4th century BC
SPARTAN	a resident of Sparta
SPASM	a painful and involuntary muscular contraction
SPASMODIC	affected by involuntary jerky muscular contractions; resembling a spasm
SPASMODICALLY	in spurts and fits
SPAT	a quarrel about petty points
SPATE	(often followed by ‘of’) a large number or amount or extent
SPATHE	a conspicuous bract surrounding or subtending a spadix or other inflorescence
SPATIAL	pertaining to or involving or having the nature of space
SPATIALLY	with regard to space
SPATTER	the noise of something spattering or sputtering explosively
SPATTERED	covered with bright patches (often used in combination)
SPATTERING	the act of splashing a (liquid) substance on a surface
SPATULA	a turner with a narrow flexible blade
SPAVIN	a swelling of the hock joint of a horse; resulting in lameness
SPAVINED	(of horses) afflicted with a swelling of the hock-joint
SPAWN	the mass of eggs deposited by fish or amphibians or molluscs
SPAY	remove the ovaries of
SPAYED	(of a female animal) having the ovaries removed
SPAYING	neutering a female by removing the ovaries
SPEAK	exchange thoughts; talk with
SPEAKEASY	(during prohibition) an illegal barroom
SPEAKER	someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
SPEAKERPHONE	a telephone with a microphone and loudspeaker; can be used without picking up a handset; several people can participate in a call at the same time
SPEAKING	the utterance of intelligible speech
SPEAR	a long pointed rod used as a tool or weapon
SPEARFISH	any of several large vigorous pelagic fishes resembling sailfishes but with first dorsal fin much reduced; worldwide but rare
SPEARHEAD	someone who leads or initiates an activity (attack or campaign etc.)
SPEARMINT	common garden herb having clusters of small purplish flowers and yielding an oil used as a flavoring
SPEC	a detailed description of design criteria for a piece of work
SPECIAL	unique or specific to a person or thing or category
SPECIALISATION	(biology) the structural adaptation of some body part for a particular function
SPECIALISE	devote oneself to a special area of work
SPECIALISED	developed or designed for a special activity or function
SPECIALISM	the concentration of your efforts on a particular field of study or occupation
SPECIALIST	an expert who is devoted to one occupation or branch of learning
SPECIALITY	an asset of special worth or utility
SPECIALIZATION	the act of specializing; making something suitable for a special purpose
SPECIALIZE	become more focused on an area of activity or field of study
SPECIALIZED	developed or designed for a special activity or function
SPECIALLY	in a special manner
SPECIALTY	an asset of special worth or utility
SPECIE	coins collectively
SPECIES	(biology) taxonomic group whose members can interbreed
SPECIFIABLE	capable of being specified
SPECIFIC	a fact about some part (as opposed to general)
SPECIFICALLY	in distinction from others
SPECIFICATION	a detailed description of design criteria for a piece of work
SPECIFICITY	the quality of being specific rather than general
SPECIFIED	clearly and explicitly stated
SPECIFIER	someone who draws up specifications giving details (as for obtaining a patent)
SPECIFY	decide upon or fix definitely
SPECIMEN	an example regarded as typical of its class
SPECIOUS	plausible but false
SPECIOUSLY	in a specious manner
SPECIOUSNESS	an appearance of truth that is false or deceptive; seeming plausibility
SPECK	a very small spot
SPECKED	having a pattern of dots
SPECKLE	a small contrasting part of something
SPECKLED	having a pattern of dots
SPECS	(plural) optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision
SPECTACLE	something or someone seen (especially a notable or unusual sight)
SPECTACLES	(plural) optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision
SPECTACULAR	a lavishly produced performance
SPECTATE	be a spectator in a sports event
SPECTATOR	a close observer; someone who looks at something (such as an exhibition of some kind)
SPECTER	a mental representation of some haunting experience
SPECTRAL	of or relating to a spectrum
SPECTRE	a ghostly appearing figure
SPECTROMETER	spectroscope for obtaining a mass spectrum by deflecting ions into a thin slit and measuring the ion current with an electrometer
SPECTROSCOPE	an optical instrument for spectrographic analysis
SPECTROSCOPIC	of or relating to or involving spectroscopy
SPECTROSCOPY	the use of spectroscopes to analyze spectra
SPECTRUM	an ordered array of the components of an emission or wave
SPECULATE	to believe especially on uncertain or tentative grounds
SPECULATION	a message expressing an opinion based on incomplete evidence
SPECULATIVE	not financially safe or secure
SPECULATOR	someone who makes conjectures without knowing the facts
SPEECH	the act of delivering a formal spoken communication to an audience
SPEECHIFY	make speeches; hold forth, or harangue with a certain degree of formality
SPEECHLESS	temporarily incapable of speaking
SPEECHLESSLY	in a manner indicating that one is deprived of speech by physical weakness or emotion
SPEECHLESSNESS	the property of being speechless
SPEECHWRITER	a writer who composes speeches for others to deliver
SPEED	distance travelled per unit time
SPEEDBOAT	a fast motorboat
SPEEDILY	with speed
SPEEDINESS	a rate that is rapid
SPEEDING	changing location rapidly
SPEEDOMETER	a meter fixed to a vehicle that measures and displays its speed
SPEEDUP	the act of accelerating; increasing the speed
SPEEDWAY	road where high speed driving is allowed
SPEEDWELL	any plant of the genus Veronica
SPEEDY	characterized by speed; moving with or capable of moving with high speed
SPEER	German Nazi architect who worked for Hitler (1905-1981)
SPELEOLOGIST	a person who explores caves
SPELEOLOGY	the scientific study of caves
SPELL	a psychological state induced by (or as if induced by) a magical incantation
SPELLBIND	to render motionless, as with a fixed stare or by arousing terror or awe
SPELLBINDER	an orator who can hold their listeners spellbound
SPELLBINDING	attracting and holding interest as if by a spell
SPELLBOUND	having your attention fixated as though by a spell
SPELLCHECKER	an electronic dictionary in a word processor that can be used to catch misspelled words
SPELLDOWN	a contest in which you are eliminated if you fail to spell a word correctly
SPELLING	forming words with letters according to the principles underlying accepted usage
SPELT	hardy wheat grown mostly in Europe for livestock feed
SPELUNKER	a person who explores caves
SPENCER	English philosopher and sociologist who applied the theory of natural selection to human societies (1820-1903)
SPEND	use up a period of time in a specific way
SPENDABLE	(used of funds) remaining after taxes
SPENDER	English poet and critic (1909-1995)
SPENDING	money paid out; an amount spent
SPENDTHRIFT	someone who spends money prodigally
SPENGLER	German philosopher who argued that cultures grow and decay in cycles (1880-1936)
SPENSER	English poet who wrote an allegorical romance celebrating Elizabeth I in the Spenserian stanza (1552-1599)
SPENT	depleted of energy, force, or strength
SPERM	the male reproductive cell; the male gamete
SPERMATOZOON	the male reproductive cell; the male gamete
SPERMICIDAL	destructive to spermatozoa
SPERMICIDE	a contraceptive agent that kills spermatozoa
SPERRY	United States engineer and inventor of the gyrocompass (1860-1930)
SPEW	expel or eject (saliva or phlegm or sputum) from the mouth
SPEWER	a person who vomits
SPF	abbreviation of "sun protection factor": the degree to which a sunscreen protects the skin from the direct rays of the sun
SPHERE	a particular environment or walk of life
SPHERICAL	of or relating to spheres or resembling a sphere
SPHERICALLY	in a spherical manner
SPHEROID	a shape that is generated by rotating an ellipse around one of its axes
SPHEROIDAL	having the nature or shape of an ellipsoid
SPHINCTER	a ring of muscle that contracts to close an opening
SPHINX	(Greek mythology) a riddling winged monster with a woman's head and breast on a lion's body; daughter of Typhon
SPICA	the brightest star in Virgo
SPICE	aromatic substances of vegetable origin used as a preservative
SPICILY	with strong spices; in a spicy manner
SPICINESS	the property of being seasoned with spice and so highly flavored
SPICULE	small pointed structure serving as a skeletal element in various marine and freshwater invertebrates e.g. sponges and corals
SPICY	producing a burning sensation on the taste nerves
SPIDER	predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey
SPIDERY	relating to or resembling a member of the class Arachnida
SPIEL	plausible glib talk (especially useful to a salesperson)
SPIELBERG	United States filmmaker (born in 1947)
SPIFF	attractiveness in appearance or dress or manner
SPIFFING	excellent or splendid
SPIFFY	marked by up-to-dateness in dress and manners
SPIGOT	a plug for a bunghole in a cask
SPIKE	a transient variation in voltage or current
SPIKED	having a long sharp point
SPIKY	having or as if having especially high-pitched spots
SPILL	cause or allow (a liquid substance) to run or flow from a container
SPILLAGE	the amount that has spilled
SPILLANE	United States writer of popular detective novels (born in 1918)
SPILLOVER	(economics) any indirect effect of public expenditure
SPILLWAY	a channel that carries excess water over or around a dam or other obstruction
SPIN	a swift whirling motion (usually of a missile)
SPINACH	southwestern Asian plant widely cultivated for its succulent edible dark green leaves
SPINALLY	in the spine
SPINDLE	(biology) tiny fibers that are seen in cell division; the fibers radiate from two poles and meet at the equator in the middle
SPINDLY	long and lean
SPINE	the series of vertebrae forming the axis of the skeleton and protecting the spinal cord
SPINELESS	lacking a backbone or spinal column
SPINELESSNESS	the quality of lacking a strong character; an irresolute disposition
SPINET	a small and compactly built upright piano
SPINNAKER	a large and usually triangular headsail; carried by a yacht as a headsail when running before the wind
SPINNER	someone who spins (who twists fibers into threads)
SPINNEY	a copse that shelters game
SPINNING	creating thread
SPINOZA	Dutch philosopher who espoused a pantheistic system (1632-1677)
SPINSTER	an elderly unmarried woman
SPINSTERHOOD	the state of being a spinster (usually an elderly unmarried woman)
SPINY	having or covered with protective barbs or quills or spines or thorns or setae etc.
SPIRACLE	a breathing orifice
SPIRAEA	a dicotyledonous genus of the family Rosaceae
SPIRAL	a plane curve traced by a point circling about the center but at increasing distances from the center
SPIRALING	in the shape of a coil
SPIRALLING	in the shape of a coil
SPIRE	a tall tower that forms the superstructure of a building (usually a church or temple) and that tapers to a point at the top
SPIREA	a Japanese shrub that resembles members of the genus Spiraea; widely cultivated in many varieties for its dense panicles of flowers in many colors; often forced by florists for Easter blooming
SPIRIT	the vital principle or animating force within living things
SPIRITED	displaying animation, vigor, or liveliness
SPIRITLESS	lacking ardor or vigor or energy
SPIRITS	an alcoholic beverage that is distilled rather than fermented
SPIRITUAL	a kind of religious song originated by Blacks in the southern United States
SPIRITUALISM	(theology) any doctrine that asserts the separate existence of God
SPIRITUALIST	someone who serves as an intermediary between the living and the dead
SPIRITUALISTIC	of or relating to or connected with spiritualism
SPIRITUALITY	property or income owned by a church
SPIRITUALLY	in a spiritual manner
SPIRITUOUS	containing or of the nature of alcohol
SPIROCHAETE	parasitic or free-living bacteria; many pathogenic to humans and other animals
SPIROCHETE	parasitic or free-living bacteria; many pathogenic to humans and other animals
SPIROGRAPH	a measuring instrument for recording the depth and rapidity of breathing movements
SPIT	a narrow strip of land that juts out into the sea
SPITBALL	a projectile made by chewing a piece of paper and shaping it into a sphere
SPITE	feeling a need to see others suffer
SPITEFUL	showing malicious ill will and a desire to hurt; motivated by spite
SPITEFULNESS	feeling a need to see others suffer
SPITFIRE	a highly emotional and quick-tempered person (especially a girl or woman)
SPITSBERGEN	islands in the Svalbard archipelago to the east of northern Greenland; belonging to Norway
SPITTLE	a clear liquid secreted into the mouth by the salivary glands and mucous glands of the mouth; moistens the mouth and starts the digestion of starches
SPITTOON	a receptacle for spit (usually in a public place)
SPITZ	any of various stocky heavy-coated breeds of dogs native to northern regions having pointed muzzles and erect ears with a curled furry tail
SPIV	a person without employment who makes money by various dubious schemes; goes about smartly dressed and having a good time
SPLASH	cause (a liquid) to spatter about, especially with force
SPLASHDOWN	a landing of a spacecraft in the sea at the end of a space flight
SPLASHED	(of a fluid) having been propelled about in flying drops or masses
SPLASHINESS	lack of elegance as a consequence of being pompous and puffed up with vanity
SPLASHING	the act of scattering water about haphazardly
SPLASHY	characterized by water flying about haphazardly
SPLAT	give off the sound of a bullet flattening on impact
SPLATTER	the noise of something spattering or sputtering explosively
SPLATTERED	covered with bright patches (often used in combination)
SPLATTERING	the noise of something spattering or sputtering explosively
SPLAY	an outward bevel around a door or window that makes it seem larger
SPLAYFOOT	a foot afflicted with a fallen arch; abnormally flattened and spread out
SPLAYFOOTED	having feet that turn outward
SPLEEN	a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses
SPLENDID	having great beauty and splendor
SPLENDIDLY	in an impressively beautiful manner
SPLENDOR	a quality that outshines the usual
SPLENDOUR	a quality that outshines the usual
SPLENECTOMY	surgical removal of the spleen
SPLENETIC	of or relating to the spleen
SPLICE	a junction where two things (as paper or film or magnetic tape) have been joined together
SPLICER	a woodworker who joins pieces of wood with a splice
SPLICING	a junction where two things (as paper or film or magnetic tape) have been joined together
SPLIFF	marijuana leaves rolled into a cigarette for smoking
SPLINE	a flexible strip (wood or rubber) used in drawing curved lines
SPLINT	a thin sliver of wood
SPLINTER	a small thin sharp bit of wood or glass or metal
SPLINTERING	the act of chipping something
SPLINTERY	subject to breaking into sharp slender pieces
SPLIT	extending the legs at right angles to the trunk (one in front and the other in back)
SPLODGE	an irregularly shaped spot
SPLOSH	make a splashing sound
SPLOTCH	an irregularly shaped spot
SPLOTCHED	marked with irregularly shaped spots or blots
SPLURGE	an ostentatious display (of effort or extravagance etc.)
SPLUTTER	the noise of something spattering or sputtering explosively
SPOCK	United States pediatrician whose many books on child care influenced the upbringing of children around the world (1903-1998)
SPOIL	(usually plural) valuables taken by violence (especially in war)
SPOILAGE	the amount that has spoiled
SPOILED	having the character or disposition harmed by pampering or oversolicitous attention
SPOILER	a candidate with no chance of winning but who may draw enough votes to prevent one of the leading candidates from winning
SPOILSPORT	someone who spoils the pleasure of others
SPOILT	having the character or disposition harmed by pampering or oversolicitous attention
SPOKANE	a city in eastern Washington near the Idaho border
SPOKE	support consisting of a radial member of a wheel joining the hub to the rim
SPOKEN	uttered through the medium of speech or characterized by speech; sometimes used in combination
SPOKESMAN	a male spokesperson
SPOKESPERSON	an advocate who represents someone else's policy or purpose
SPOKESWOMAN	a female spokesperson
SPOLIATION	(law) the intentional destruction of a document or an alteration of it that destroys its value as evidence
SPONGE	a porous mass of interlacing fibers that forms the internal skeleton of various marine animals and usable to absorb water or any porous rubber or cellulose product similarly used
SPONGECAKE	a light porous cake made with eggs and flour and sugar without shortening
SPONGER	a follower who hangs around a host (without benefit to the host) in hope of gain or advantage
SPONGINESS	the porosity of a sponge
SPONGY	easily squashed; resembling a sponge in having soft porous texture and compressibility
SPONSOR	someone who supports or champions something
SPONSORSHIP	the act of sponsoring (either officially or financially)
SPONTANEITY	the quality of being spontaneous and coming from natural feelings without constraint
SPONTANEOUS	happening or arising without apparent external cause
SPONTANEOUSLY	in a spontaneous manner
SPOOF	a composition that imitates or misrepresents somebody's style, usually in a humorous way
SPOOK	someone unpleasantly strange or eccentric
SPOOKY	unpredictably excitable (especially of horses)
SPOOL	a winder around which thread or tape or film or other flexible materials can be wound
SPOON	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food
SPOONBILL	wading birds having a long flat bill with a tip like a spoon
SPOONERISM	transposition of initial consonants in a pair of words
SPOONFUL	as much as a spoon will hold
SPOOR	the trail left by a person or an animal; what the hunter follows in pursuing game
SPORADIC	recurring in scattered and irregular or unpredictable instances
SPORADICALLY	in a sporadic manner
SPORE	a small usually single-celled asexual reproductive body produced by many nonflowering plants and fungi and some bacteria and protozoans and that are capable of developing into a new individual without sexual fusion
SPORRAN	a fur or leather pouch worn at the front of the kilt as part of the traditional dress of Scottish Highlanders
SPORT	an active diversion requiring physical exertion and competition
SPORTING	exhibiting or calling for sportsmanship or fair play
SPORTIVE	relating to or interested in sports
SPORTSCAST	a broadcast of sports news or commentary
SPORTSCASTER	an announcer who reads sports news or describes sporting events
SPORTSMAN	a male who engages in sports
SPORTSMANLIKE	exhibiting or calling for sportsmanship or fair play
SPORTSMANSHIP	fairness in following the rules of the game
SPORTSWEAR	attire worn for sport or for casual wear
SPORTSWOMAN	a female who engages in sports
SPORTY	exhibiting or calling for sportsmanship or fair play
SPOT	a point located with respect to surface features of some region
SPOTLESS	completely neat and clean
SPOTLESSLY	in a spotless manner
SPOTLIGHT	a focus of public attention
SPOTTED	having spots or patches (small areas of contrasting color or texture)
SPOTTER	a worker employed at a dry-cleaning establishment to remove spots
SPOTTING	the act of detecting something; catching sight of something
SPOTTY	having spots or patches (small areas of contrasting color or texture)
SPOUSAL	of or relating to a wedding
SPOUSE	a person's partner in marriage
SPOUT	an opening that allows the passage of liquids or grain
SPOUTING	propelled violently in a usually narrow stream
SPRAIN	a painful injury to a joint caused by a sudden wrenching of its ligaments
SPRAT	small fatty European fish; usually smoked or canned like sardines
SPRAWL	an aggregation or continuous network of urban communities
SPRAWLING	an ungainly posture with arms and legs spread about
SPRAY	a quantity of small objects flying through the air
SPRAYER	a dispenser that turns a liquid (such as perfume) into a fine mist
SPRAYING	the dispersion of fungicides or insecticides or fertilizer on growing crops (often from a low-flying aircraft)
SPREAD	process or result of distributing or extending over a wide expanse of space
SPREADER	a mechanical device for scattering something (seed or fertilizer or sand etc.) in all directions
SPREADING	process or result of distributing or extending over a wide expanse of space
SPREADSHEET	a screen-oriented interactive program enabling a user to lay out financial data on the screen
SPREE	a brief indulgence of your impulses
SPRIG	a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year
SPRIGGED	decorated with designs of sprigs
SPRIGHTLINESS	animation and energy in action or expression
SPRIGHTLY	full of spirit and vitality
SPRING	move forward by leaps and bounds
SPRINGBOARD	a flexible board for jumping upward
SPRINGBOK	a South African gazelle noted for springing lightly into the air
SPRINGFIELD	a city and manufacturing center in southwestern Massachusetts on the Connecticut River
SPRINGINESS	the elasticity of something that can be stretched and returns to its original length
SPRINGLIKE	resembling a spring or the action of a spring
SPRINGTIME	the season of growth; spring; the beginning of spring
SPRINGY	elastic; rebounds readily
SPRINKLE	a light shower that falls in some locations and not others nearby
SPRINKLER	mechanical device that attaches to a garden hose for watering lawn or garden
SPRINKLES	bits of sweet chocolate used as a topping on e.g. ice cream
SPRINKLING	a small number (of something) dispersed haphazardly
SPRINT	run very fast, usually for a short distance
SPRINTER	someone who runs a short distance at top speed
SPRITE	a small being, human in form, playful and having magical powers
SPRITES	atmospheric electricity (lasting 10 msec) appearing as globular flashes of red (pink to blood-red) light rising to heights of 60 miles (sometimes seen together with elves)
SPRITZ	a quick squirt of some liquid (usually carbonated water)
SPRITZER	a mixed drink made of wine mixed with a sparkling water
SPROCKET	roller that has teeth on the rims to pull film or paper through
SPROG	a new military recruit
SPROUT	any new growth of a plant such as a new branch or a bud
SPROUTED	(of growing vegetation) having just emerged from the ground
SPRUCE	marked by up-to-dateness in dress and manners
SPRUCELY	in a smart manner
SPRUCENESS	the state of being neat and smart and trim
SPRY	moving quickly and lightly
SPUD	an edible tuber native to South America; a staple food of Ireland
SPUME	foam or froth on the sea
SPUMY	emitting or filled with bubbles as from carbonation or fermentation
SPUNKY	willing to face danger
SPUR	a verbalization that encourages you to attempt something
SPURGE	any of numerous plants of the genus Euphorbia; usually having milky often poisonous juice
SPURIOUS	ostensibly valid, but not actually valid
SPURIOUSLY	in a false and spurious manner
SPURIOUSNESS	state of lacking genuineness
SPURN	reject with contempt
SPURNED	rebuffed (by a lover) without warning
SPURRING	a verbalization that encourages you to attempt something
SPURT	the occurrence of a sudden discharge (as of liquid)
SPURTING	propelled violently in a usually narrow stream
SPUTNIK	a Russian artificial satellite
SPUTTER	the noise of something spattering or sputtering explosively
SPUTUM	expectorated matter; saliva mixed with discharges from the respiratory passages; in ancient and medieval physiology it was believed to cause sluggishness
SPY	(military) a secret agent hired by a state to obtain information about its enemies or by a business to obtain industrial secrets from competitors
SPYGLASS	a small refracting telescope
SPYING	keeping a secret or furtive watch
SPYMASTER	someone who directs clandestine intelligence activities
SPYWARE	computer software that obtains information from a user's computer without the user's knowledge or consent
SQUAB	a soft padded sofa
SQUABBLE	a quarrel about petty points
SQUABBLER	someone who quarrels about a small matter
SQUAD	a smallest army unit
SQUADRON	a cavalry unit consisting of two or more troops and headquarters and supporting arms
SQUALID	foul and run-down and repulsive
SQUALIDNESS	sordid dirtiness
SQUALL	sudden violent winds; often accompanied by precipitation
SQUALLING	characterized by short periods of noisy commotion
SQUALLY	characterized by short periods of noisy commotion
SQUALOR	sordid dirtiness
SQUANDER	spend thoughtlessly; throw away
SQUANDERED	not used to good advantage
SQUANDERING	spending resources lavishly and wastefully
SQUARE	(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon
SQUARED	having been made square
SQUARELY	directly and without evasion; not roundabout
SQUARISH	somewhat square in appearance or form
SQUASH	any of numerous annual trailing plants of the genus Cucurbita grown for their fleshy edible fruits
SQUASHED	that has been violently compressed
SQUASHY	like a pulp or overripe; not having stiffness
SQUAT	exercising by repeatedly assuming a crouching position with the knees bent; strengthens the leg muscles
SQUATNESS	the property of being short and broad
SQUATTER	someone who settles lawfully on government land with the intent to acquire title to it
SQUATTING	exercising by repeatedly assuming a crouching position with the knees bent; strengthens the leg muscles
SQUAWK	utter a harsh abrupt scream
SQUAWKER	a person given to excessive complaints and crying and whining
SQUEAK	a short high-pitched noise
SQUEAKER	something achieved (or escaped) by a narrow margin
SQUEAKING	having or making a high-pitched sound such as that made by a mouse or a rusty hinge
SQUEAKY	having or making a high-pitched sound such as that made by a mouse or a rusty hinge
SQUEAL	a high-pitched howl
SQUEALER	one who reveals confidential information to the police or other authority
SQUEALING	having or making a high-pitched sound such as that made by a mouse or a rusty hinge
