answer	length	kind	pos	clue	selfref	display	lexname	synset
VIEW	4	common	verb	look at carefully; study mentally	0	view	verb.perception	02134765-v
VIEW	4	common	verb	see or watch	0	view	verb.perception	02155378-v
VIEW	4	common	noun	graphic art consisting of the graphic or photographic representation of a visual percept	0	view	noun.artifact	04151847-n
VIEW	4	common	noun	outward appearance	0	view	noun.attribute	04682218-n
VIEW	4	common	noun	the range of interest or activity that can be anticipated	0	view	noun.attribute	05135047-n
VIEW	4	common	noun	the visual percept of a region	0	view	noun.cognition	05941982-n
VIEW	4	common	noun	a personal belief or judgment that is not founded on proof or certainty	0	view	noun.cognition	05954491-n
VIEW	4	common	noun	purpose; the phrase ‘with a view to’ means ‘with the intention of’ or ‘for the purpose of’	1	view	noun.cognition	05992348-n
VIEW	4	common	noun	a way of regarding situations or topics etc.	0	view	noun.cognition	06218486-n
VIEW	4	common	noun	the range of the eye	0	view	noun.location	08578489-n
VIEWABLE	8	common	adj	capable of being viewed	0	viewable	adj.all	02527226-s
VIEWANGLE	9	common	noun	the angle included by a photographic lens	1	view angle	noun.shape	13942092-n
VIEWAS	6	common	verb	keep in mind or convey as a conviction or view	1	view as	verb.cognition	00695546-v
VIEWER	6	common	noun	an optical device for viewing photographic transparencies	1	viewer	noun.artifact	04541946-n
VIEWER	6	common	noun	a close observer; someone who looks at something (such as an exhibition of some kind)	0	viewer	noun.person	10652848-n
VIEWERS	7	common	noun	the audience reached by television	0	viewers	noun.group	08239671-n
VIEWFINDER	10	common	noun	optical device that helps a user to find the target of interest	0	viewfinder	noun.artifact	03345668-n
VIEWGRAPH	9	common	noun	a transparency for use with an overhead projector	0	viewgraph	noun.artifact	04542074-n
VIEWING	7	common	noun	a vigil held over a corpse the night before burial	0	viewing	noun.act	01031915-n
VIEWING	7	common	noun	the display of a motion picture	0	viewing	noun.communication	06901395-n
VIEWINGAUDIENCE	15	common	noun	the audience reached by television	1	viewing audience	noun.group	08239671-n
VIEWLESS	8	common	adj	not having or expressing opinions or views	0	viewless	adj.all	01824797-s
VIEWPOINT	9	common	noun	a mental position from which things are viewed	0	viewpoint	noun.cognition	06220098-n
VIEWPOINT	9	common	noun	a place from which something can be viewed	0	viewpoint	noun.location	08694988-n
VIGDISFINNBOGADOTTIR	20	name	noun	former president of Iceland; first woman to be democratically elected head of state (born in 1930)	0	Vigdis Finnbogadottir	noun.person	10991072-n
VIGEELEBRUN	11	name	noun	French painter noted for her portraits (1755-1842)	0	Vigee-Lebrun	noun.person	11386227-n
VIGESIMAL	9	common	adj	relating to or based on the number twenty	0	vigesimal	adj.pert	02835764-a
VIGIL	5	common	noun	a purposeful surveillance to guard or observe	0	vigil	noun.act	00882340-n
VIGIL	5	common	noun	the rite of staying awake for devotional purposes (especially on the eve of a religious festival)	0	vigil	noun.act	01031703-n
VIGIL	5	common	noun	a period of sleeplessness	0	vigil	noun.cognition	05686696-n
VIGILANCE	9	common	noun	vigilant attentiveness	0	vigilance	noun.attribute	04672135-n
VIGILANCE	9	common	noun	the process of paying close and continuous attention	0	vigilance	noun.cognition	05713669-n
VIGILANCECOMMITTEE	18	common	noun	a volunteer committee to maintain order where an efficient legal system does not exist	1	vigilance committee	noun.group	08343044-n
VIGILANCEMAN	12	common	noun	a male member of a vigilance committee	1	vigilance man	noun.person	86464114-n
VIGILANCEWOMAN	14	common	noun	a female member of a vigilance committee	1	vigilance woman	noun.person	81299950-n
VIGILANT	8	common	adj	carefully observant or attentive; on the lookout for possible danger	0	vigilant	adj.all	00092618-s
VIGILANTE	9	common	noun	member of a vigilance committee	0	vigilante	noun.person	10773007-n
VIGILANTISM	11	common	noun	the actions of a vigilance committee in trying to enforce the laws	0	vigilantism	noun.act	01130587-n
VIGILANTLY	10	common	adv	in a watchful manner	0	vigilantly	adv.all	00495238-r
VIGILCANDLE	11	common	noun	a candle lighted by a worshiper in a church	1	vigil candle	noun.artifact	04542190-n
VIGILLIGHT	10	common	noun	a candle lighted by a worshiper in a church	1	vigil light	noun.artifact	04542190-n
VIGNAANGULARIS	14	common	noun	bushy annual widely grown in China and Japan for the flour made from its seeds	0	Vigna angularis	noun.plant	12598191-n
VIGNASESQUIPEDALIS	18	common	noun	South American bean having very long succulent pods	0	Vigna sesquipedalis	noun.plant	12599786-n
VIGNETTE	8	common	noun	a small illustrative sketch (as sometimes placed at the beginning of chapters in books)	0	vignette	noun.artifact	04542306-n
VIGNETTE	8	common	noun	a photograph whose edges shade off gradually	0	vignette	noun.artifact	04542448-n
VIGNETTE	8	common	noun	a brief literary description	0	vignette	noun.communication	07217676-n
VIGOR	5	common	noun	an imaginative lively style (especially style of writing)	0	vigor	noun.attribute	04640554-n
VIGOR	5	common	noun	active strength of body or mind	0	vigor	noun.attribute	05037972-n
VIGOR	5	common	noun	forceful exertion	0	vigor	noun.attribute	05043116-n
VIGORISH	8	common	noun	a percentage (of winnings or loot or profit) taken by an operator or gangster	0	vigorish	noun.possession	13310329-n
VIGORISH	8	common	noun	an exorbitant or unlawful rate of interest	0	vigorish	noun.possession	13341067-n
VIGOROUS	8	common	adj	characterized by forceful and energetic action or activity	0	vigorous	adj.all	00878730-s
VIGOROUS	8	common	adj	strong and active physically or mentally	0	vigorous	adj.all	02047252-s
VIGOROUSLY	10	common	adv	with vigor; in a vigorous manner	0	vigorously	adv.all	00183234-r
VIGOUR	6	common	noun	an imaginative lively style (especially style of writing)	0	vigour	noun.attribute	04640554-n
VIGOUR	6	common	noun	active strength of body or mind	0	vigour	noun.attribute	05037972-n
VIGOUR	6	common	noun	forceful exertion	0	vigour	noun.attribute	05043116-n
VII	3	common	adj	being one more than six	0	vii	adj.all	02194609-s
VII	3	common	noun	the cardinal number that is the sum of six and one	0	VII	noun.quantity	13767056-n
VIII	4	common	adj	being one more than seven	0	viii	adj.all	02194712-s
VIII	4	common	noun	the cardinal number that is the sum of seven and one	0	VIII	noun.quantity	13767226-n
VIKING	6	common	noun	any of the Scandinavian people who raided the coasts of Europe from the 8th to the 11th centuries	0	Viking	noun.person	09749725-n
VIKTORKORCHNOI	14	name	noun	Russian chess master (born in 1931)	0	Viktor Korchnoi	noun.person	11129279-n
VIKTORLVOVICHKORCHNOI	21	name	noun	Russian chess master (born in 1931)	0	Viktor Lvovich Korchnoi	noun.person	11129279-n
VIKTORVASARELY	14	name	noun	French painter (born in Hungary) who was a pioneer of op art (1908-1997)	0	Viktor Vasarely	noun.person	11381137-n
VILA	4	name	noun	capital of Vanuatu	0	Vila	noun.location	09183761-n
VILE	4	common	adj	morally reprehensible	0	vile	adj.all	01136517-s
VILE	4	common	adj	causing or able to cause nausea	0	vile	adj.all	02570765-s
VILELY	6	common	adv	in a vile manner	1	vilely	adv.all	00495346-r
VILENESS	8	common	noun	the quality of being disgusting to the senses or emotions	0	vileness	noun.attribute	04788613-n
VILENESS	8	common	noun	the quality of being wicked	0	vileness	noun.attribute	04859981-n
VILFREDOPARETO	14	name	noun	Italian sociologist and economist whose theories influenced the development of fascism in Italy (1848-1923)	0	Vilfredo Pareto	noun.person	11242447-n
VILIFICATION	12	common	noun	a rude expression intended to offend or hurt	0	vilification	noun.communication	06728162-n
VILIFICATION	12	common	noun	slanderous defamation	0	vilification	noun.communication	06732965-n
VILIFIER	8	common	noun	one who attacks the reputation of another by slander or libel	0	vilifier	noun.person	10018655-n
VILIFY	6	common	verb	spread negative information about	0	vilify	verb.communication	00849550-v
VILIPEND	8	common	verb	belittle	0	vilipend	verb.communication	00857615-v
VILLA	5	common	noun	pretentious and luxurious country residence with extensive grounds	0	villa	noun.artifact	04542547-n
VILLA	5	common	noun	country house in ancient Rome consisting of residential quarters and farm buildings around a courtyard	0	villa	noun.artifact	04542665-n
VILLA	5	common	noun	detached or semidetached suburban house	0	villa	noun.artifact	04542819-n
VILLA	5	name	noun	Mexican revolutionary leader (1878-1923)	0	Villa	noun.person	11386400-n
VILLAGE	7	common	noun	a community of people smaller than a town	0	village	noun.group	08243620-n
VILLAGE	7	common	noun	a settlement smaller than a town	0	village	noun.location	08690476-n
VILLAGEGREEN	12	common	noun	a village park consisting of a plot of grassy land	1	village green	noun.location	08696143-n
VILLAGER	8	common	noun	one who has lived in a village most of their life	0	villager	noun.person	10773110-n
VILLAHERMOSA	12	name	noun	a city in southeastern Mexico; the capital of the state of Tabasco	0	Villahermosa	noun.location	08764469-n
VILLAIN	7	common	noun	a wicked or evil person; someone who does evil deliberately	0	villain	noun.person	10773214-n
VILLAIN	7	common	noun	the principal bad character in a film or work of fiction	0	villain	noun.person	10773447-n
VILLAINAGE	10	common	noun	the legal status or condition of servitude of a villein or feudal serf	0	villainage	noun.state	13976275-n
VILLAINESS	10	common	noun	a woman villain	0	villainess	noun.person	10773585-n
VILLAINOUS	10	common	adj	extremely wicked	0	villainous	adj.all	02525059-s
VILLAINOUSNESS	14	common	noun	the quality of evil by virtue of villainous behavior	0	villainousness	noun.attribute	04860592-n
VILLAINY	8	common	noun	a criminal or vicious act	0	villainy	noun.act	00747161-n
VILLAINY	8	common	noun	the quality of evil by virtue of villainous behavior	0	villainy	noun.attribute	04860592-n
VILLALOBOS	10	name	noun	Brazilian composer (1887-1959)	0	Villa-Lobos	noun.person	11386543-n
VILLARD	7	name	noun	United States railroad magnate and businessman (1835-1900)	0	Villard	noun.person	11386653-n
VILLEIN	7	common	noun	(Middle Ages) a person who is bound to the land and owned by the feudal lord	0	villein	noun.person	10599987-n
VILLEINAGE	10	common	noun	tenure by which a villein held land	0	villeinage	noun.possession	13264272-n
VILLEINAGE	10	common	noun	the legal status or condition of servitude of a villein or feudal serf	0	villeinage	noun.state	13976275-n
VILLOMA	7	common	noun	a benign epithelial tumor forming a rounded mass	0	villoma	noun.state	14273563-n
VILLON	6	name	noun	French poet (flourished around 1460)	0	Villon	noun.person	11386782-n
VILLUS	6	common	noun	a minute hairlike projection on mucous membrane	0	villus	noun.animal	01904133-n
VILNA	5	name	noun	the capital and largest city of Lithuania; located in southeastern Lithuania	0	Vilna	noun.location	09036643-n
VILNIUS	7	name	noun	the capital and largest city of Lithuania; located in southeastern Lithuania	0	Vilnius	noun.location	09036643-n
VILNO	5	name	noun	the capital and largest city of Lithuania; located in southeastern Lithuania	0	Vilno	noun.location	09036643-n
VIM	3	common	noun	an imaginative lively style (especially style of writing)	0	vim	noun.attribute	04640554-n
VIM	3	common	noun	a healthy capacity for vigorous activity	0	vim	noun.state	14073625-n
VIMINARIA	9	name	noun	one species: Australian leafless shrubs: swamp oak	0	Viminaria	noun.plant	12599990-n
VIMINARIADENUDATA	17	common	noun	Australian leafless shrub resembling broom and having small yellow flowers	0	Viminaria denudata	noun.plant	12600152-n
VIMINARIAJUNCEA	15	common	noun	Australian leafless shrub resembling broom and having small yellow flowers	0	Viminaria juncea	noun.plant	12600152-n
VINACEOUS	9	common	adj	of the color of wine	0	vinaceous	adj.all	00386400-s
VINACEOUS	9	common	adj	of or relating to wine	0	vinaceous	adj.pert	02864898-a
VINADELMAR	10	name	noun	a resort city on the Pacific in central Chile	0	Vina del Mar	noun.location	08740103-n
VINAIGRETTE	11	common	noun	oil and vinegar with mustard and garlic	0	vinaigrette	noun.food	07849792-n
VINBLASTINE	11	common	noun	periwinkle plant derivative used as an antineoplastic drug (trade name Velban) that disrupts cell division	0	vinblastine	noun.artifact	04542929-n
VINCA	5	name	noun	periwinkles: low creeping evergreen perennials	0	Vinca	noun.plant	11798248-n
VINCAMAJOR	10	common	noun	plant having variegated foliage and used for window boxes	0	Vinca major	noun.plant	11798726-n
VINCAMINOR	10	common	noun	widely cultivated as a groundcover for its dark green shiny leaves and usually blue-violet flowers	0	Vinca minor	noun.plant	11798561-n
VINCAROSEA	10	common	noun	commonly cultivated Old World woody herb having large pinkish to red flowers	0	Vinca rosea	noun.plant	11792877-n
VINCENTSANGINA	14	common	noun	an acute communicable infection of the respiratory tract and mouth marked by ulceration of the mucous membrane	0	Vincent's angina	noun.state	14148413-n
VINCENTSINFECTION	17	common	noun	an acute communicable infection of the respiratory tract and mouth marked by ulceration of the mucous membrane	1	Vincent's infection	noun.state	14148413-n
VINCENTVANGOGH	14	name	noun	Dutch Post-impressionist painter noted for his use of color (1853-1890)	0	Vincent van Gogh	noun.person	11380017-n
VINCENZOBELLINI	15	name	noun	Italian composer of operas (1801-1835)	0	Vincenzo Bellini	noun.person	10862519-n
VINCETOXICUMHIRSUTUM	20	common	noun	twining vine with hairy foliage and dark purplish-brown flowers	0	Vincetoxicum hirsutum	noun.plant	13260634-n
VINCETOXICUMNEGRUM	18	common	noun	twining vine with hairy foliage and dark purplish-brown flowers	0	Vincetoxicum negrum	noun.plant	13260634-n
VINCIBLE	8	common	adj	susceptible to being defeated	0	vincible	adj.all	00571568-s
VINDICATE	9	common	verb	show to be right by providing justification or proof	0	vindicate	verb.communication	00897737-v
VINDICATE	9	common	verb	clear of accusation, blame, suspicion, or doubt with supporting proof	0	vindicate	verb.communication	00906447-v
VINDICATE	9	common	verb	maintain, uphold, or defend	0	vindicate	verb.communication	00906643-v
VINDICATED	10	common	adj	freed from any question of guilt	0	vindicated	adj.all	01323136-s
VINDICATION	11	common	noun	the act of vindicating or defending against criticism or censure etc.	0	vindication	noun.act	01243896-n
VINDICATION	11	common	noun	the justification for some act or belief	0	vindication	noun.communication	06753339-n
VINDICATOR	10	common	noun	a person who argues to defend or justify some policy or institution	0	vindicator	noun.person	09817975-n
VINDICATORY	11	common	adj	providing justification	0	vindicatory	adj.all	00927031-s
VINDICATORY	11	common	adj	given or inflicted in requital according to merits or deserts	0	vindicatory	adj.all	01373232-s
VINDICATORY	11	common	adj	of or relating to or having the nature of retribution	0	vindicatory	adj.all	01909339-s
VINDICTIVE	10	common	adj	showing malicious ill will and a desire to hurt; motivated by spite	0	vindictive	adj.all	00226691-s
VINDICTIVE	10	common	adj	disposed to seek revenge or intended for revenge	0	vindictive	adj.all	01045316-s
VINDICTIVELY	12	common	adv	in a vindictive, revengeful manner	1	vindictively	adv.all	00445141-r
VINDICTIVENESS	14	common	noun	a malevolent desire for revenge	0	vindictiveness	noun.feeling	07566357-n
VINE	4	common	noun	a plant with a weak stem that derives support from climbing, twining, or creeping along a surface	0	vine	noun.plant	13121436-n
VINEGAR	7	common	noun	dilute acetic acid	0	vinegar	noun.substance	15112678-n
VINEGAREEL	10	common	noun	minute eelworm that feeds on organisms that cause fermentation in e.g. vinegar	1	vinegar eel	noun.animal	01934792-n
VINEGARFLY	10	common	noun	flies whose larvae feed on pickles and imperfectly sealed preserves	0	vinegar fly	noun.animal	02200529-n
VINEGARINESS	12	common	noun	a sourness resembling that of vinegar	1	vinegariness	noun.attribute	05001442-n
VINEGARISH	10	common	adj	having a sour disposition; ill-tempered	0	vinegarish	adj.all	01142745-s
VINEGARISH	10	common	adj	tasting or smelling like vinegar	0	vinegarish	adj.all	02377747-s
VINEGARISHNESS	14	common	noun	a sourness resembling that of vinegar	0	vinegarishness	noun.attribute	05001442-n
VINEGARROON	11	common	noun	large whip-scorpion of Mexico and southern United States that emits a vinegary odor when alarmed	0	vinegarroon	noun.animal	01774407-n
VINEGARWEED	11	common	noun	aromatic plant of western United States	0	vinegarweed	noun.plant	12892456-n
VINEGARWORM	11	common	noun	minute eelworm that feeds on organisms that cause fermentation in e.g. vinegar	1	vinegar worm	noun.animal	01934792-n
VINEGARY	8	common	adj	having a sour disposition; ill-tempered	0	vinegary	adj.all	01142745-s
VINEGARY	8	common	adj	tasting or smelling like vinegar	0	vinegary	adj.all	02377747-s
VINEMAPLE	9	common	noun	small maple of northwestern North America having prostrate stems that root freely and form dense thickets	1	vine maple	noun.plant	12775228-n
VINERY	6	common	noun	a farm of grapevines where wine grapes are produced	0	vinery	noun.artifact	04543333-n
VINESNAKE	9	common	noun	slender arboreal snake found from southern Arizona to Bolivia	1	vine snake	noun.animal	01742022-n
VINEYARD	8	common	noun	a farm of grapevines where wine grapes are produced	0	vineyard	noun.artifact	04543333-n
VINICULTURE	11	common	noun	the cultivation of grapes and grape vines; grape growing	0	viniculture	noun.act	01129030-n
VINIFERA	8	common	noun	common European grape cultivated in many varieties; chief source of Old World wine and table grapes	0	vinifera	noun.plant	13166221-n
VINIFERAGRAPE	13	common	noun	grape from a cultivated variety of the common grape vine of Europe	1	vinifera grape	noun.food	07775792-n
VINIFERAGRAPE	13	common	noun	common European grape cultivated in many varieties; chief source of Old World wine and table grapes	1	vinifera grape	noun.plant	13166221-n
VINIFICATION	12	common	noun	the process whereby fermentation changes grape juice into wine	0	vinification	noun.process	13594869-n
VINIFY	6	common	verb	convert a juice into wine by fermentation	0	vinify	verb.change	00460069-v
VINO	4	common	noun	fermented juice (of grapes especially)	0	vino	noun.food	07907701-n
VINOGRADOFF	11	name	noun	British historian (born in Russia) (1854-1925)	0	Vinogradoff	noun.person	11386890-n
VINORDINAIRE	12	common	noun	cheap French table wine of unspecified origin	0	vin ordinaire	noun.food	07914978-n
VINOUS	6	common	adj	of or relating to wine	0	vinous	adj.pert	02864898-a
VINSON	6	name	noun	United States jurist who served as chief justice of the Supreme Court (1890-1953)	0	Vinson	noun.person	11387030-n
VINTAGE	7	common	noun	the oldness of wines	0	vintage	noun.attribute	04933394-n
VINTAGE	7	common	noun	a season's yield of wine from a vineyard	0	vintage	noun.food	07908393-n
VINTAGER	8	common	noun	a person who harvests grapes for making wine	0	vintager	noun.person	10773657-n
VINTNER	7	common	noun	someone who makes wine	0	vintner	noun.person	10773756-n
VINTNER	7	common	noun	someone who sells wine	0	vintner	noun.person	10773857-n
VINYL	5	common	noun	shiny and tough and flexible plastic; used especially for floor coverings	0	vinyl	noun.substance	15112750-n
VINYL	5	common	noun	a univalent chemical radical derived from ethylene	0	vinyl	noun.substance	15112875-n
VINYLBENZENE	12	common	noun	a colorless oily liquid; the monomer for polystyrene	0	vinylbenzene	noun.substance	14619723-n
VINYLCYANIDE	12	common	noun	a colorless liquid unsaturated nitrile made from propene	0	vinyl cyanide	noun.substance	15023244-n
VINYLETHER	10	common	noun	a colorless volatile highly flammable liquid formerly used as an inhalation anesthetic	0	vinyl ether	noun.artifact	03304876-n
VINYLGROUP	10	common	noun	a univalent chemical radical derived from ethylene	0	vinyl group	noun.substance	15112875-n
VINYLITE	8	common	noun	any of various vinyl resins	0	Vinylite	noun.substance	14620779-n
VINYLPOLYMER	12	common	noun	a thermoplastic derived by polymerization from compounds containing the vinyl group	1	vinyl polymer	noun.substance	15113007-n
VINYLRADICAL	12	common	noun	a univalent chemical radical derived from ethylene	1	vinyl radical	noun.substance	15112875-n
VINYLRESIN	10	common	noun	a thermoplastic derived by polymerization from compounds containing the vinyl group	1	vinyl resin	noun.substance	15113007-n
VIOL	4	common	noun	any of a family of bowed stringed instruments that preceded the violin family	0	viol	noun.artifact	04543448-n
VIOLA	5	common	noun	a bowed stringed instrument slightly larger than a violin, tuned a fifth lower	0	viola	noun.artifact	04543630-n
VIOLA	5	name	noun	large genus of flowering herbs of temperate regions	0	Viola	noun.plant	12407995-n
VIOLA	5	common	noun	any of the numerous plants of the genus Viola	1	viola	noun.plant	12408150-n
VIOLAARVENSIS	13	common	noun	common Old World viola with creamy often violet-tinged flowers	1	Viola arvensis	noun.plant	12408660-n
VIOLABLANDA	11	common	noun	short-stemmed violet of eastern North America having fragrant purple-veined white flowers	0	Viola blanda	noun.plant	12408961-n
VIOLABLE	8	common	adj	capable of being violated	0	violable	adj.all	02520504-a
VIOLACANADENSIS	15	common	noun	tall North American perennial with heart-shaped leaves and white flowers with purple streaks	0	Viola canadensis	noun.plant	12409169-n
VIOLACANINA	11	common	noun	Old World leafy-stemmed blue-flowered violet	0	Viola canina	noun.plant	12409375-n
VIOLACEAE	9	name	noun	a family of order Parietales including the genera Viola, Hybanthus, Hymenanthera, Melicytus	0	Violaceae	noun.plant	12407718-n
VIOLACLEF	9	common	noun	a clef that puts middle C on the third line of a staff	1	viola clef	noun.communication	06876136-n
VIOLACONSPERSA	14	common	noun	violet of eastern North America having pale violet to white flowers	0	Viola conspersa	noun.plant	12408810-n
VIOLACORNUTA	12	common	noun	European viola with an unusually long corolla spur	1	Viola cornuta	noun.plant	12409506-n
VIOLADABRACCIO	14	common	noun	a member of the viol family with approximately the range of a viola	1	viola da braccio	noun.artifact	04543760-n
VIOLADAGAMBA	12	common	noun	viol that is the bass member of the viol family with approximately the range of the cello	0	viola da gamba	noun.artifact	04543890-n
VIOLADAMORE	11	common	noun	viol that is the tenor of the viol family	0	viola d'amore	noun.artifact	04544060-n
VIOLAOCELLATA	13	common	noun	violet of Pacific coast of North America having white petals tinged with yellow and deep violet	0	Viola ocellata	noun.plant	12409647-n
VIOLAODORATA	12	common	noun	European violet typically having purple to white flowers; widely naturalized	0	Viola odorata	noun.plant	12409834-n
VIOLAPEDATA	11	common	noun	common violet of the eastern United States with large pale blue or purple flowers resembling pansies	0	Viola pedata	noun.plant	12410018-n
VIOLAREICHENBACHIANA	20	common	noun	common European violet that grows in woods and hedgerows	0	Viola reichenbachiana	noun.plant	12410831-n
VIOLAROSTRATA	13	common	noun	violet of eastern North America having lilac-purple flowers with a long slender spur	0	Viola rostrata	noun.plant	12410449-n
VIOLASTRIATA	12	common	noun	leafy-stemmed violet of eastern North America having large white or creamy flowers faintly marked with purple	0	Viola striata	noun.plant	12410616-n
VIOLASYLVATICA	14	common	noun	common European violet that grows in woods and hedgerows	0	Viola sylvatica	noun.plant	12410831-n
VIOLATE	7	common	verb	destroy	0	violate	verb.contact	01210308-v
VIOLATE	7	common	verb	destroy and strip of its possession	0	violate	verb.contact	01568253-v
VIOLATE	7	common	verb	act in disregard of laws, rules, contracts, or promises	0	violate	verb.social	02572443-v
VIOLATE	7	common	verb	force (someone) to have sex against their will	0	violate	verb.social	02573434-v
VIOLATE	7	common	verb	violate the sacred character of a place or language	1	violate	verb.social	02573980-v
VIOLATE	7	common	verb	fail to agree with; be in violation of; as of rules or patterns	0	violate	verb.stative	02674312-v
VIOLATED	8	common	adj	treated irreverently or sacrilegiously	0	violated	adj.all	00576311-s
VIOLATION	9	common	noun	entry to another's property without right or permission	0	violation	noun.act	00734781-n
VIOLATION	9	common	noun	a disrespectful act	0	violation	noun.act	00747530-n
VIOLATION	9	common	noun	a crime less serious than a felony	0	violation	noun.act	00771759-n
VIOLATION	9	common	noun	an act that disregards an agreement or a right	0	violation	noun.act	00772032-n
VIOLATION	9	common	noun	the crime of forcing a person to submit to sexual intercourse against his or her will	0	violation	noun.act	00774891-n
VIOLATIVE	9	common	adj	violating or tending to violate or offend against	0	violative	adj.all	01635447-s
VIOLATOR	8	common	noun	someone who assaults others sexually	0	violator	noun.person	10773949-n
VIOLATOR	8	common	noun	someone who violates the law	0	violator	noun.person	10774117-n
VIOLATRICOLOR	13	common	noun	a common and long cultivated European herb from which most common garden pansies are derived	0	Viola tricolor	noun.plant	12411198-n
VIOLENCE	8	common	noun	an act of aggression (as one against a person who resists)	0	violence	noun.act	00967515-n
VIOLENCE	8	common	noun	the property of being wild or turbulent	0	violence	noun.attribute	05044968-n
VIOLENCE	8	common	noun	a turbulent state resulting in injuries and destruction etc.	0	violence	noun.state	14003462-n
VIOLENT	7	common	adj	characterized by violence or bloodshed	0	violent	adj.all	00249427-s
VIOLENT	7	common	adj	marked by extreme intensity of emotions or convictions; inclined to react violently; fervid	1	violent	adj.all	01515606-s
VIOLENT	7	common	adj	(of colors or sounds) intensely vivid or loud	0	violent	adj.all	01518224-s
VIOLENT	7	common	adj	effected by force or injury rather than natural causes	0	violent	adj.all	01575140-s
VIOLENT	7	common	adj	acting with or marked by or resulting from great force or energy or emotional intensity	0	violent	adj.all	02520937-a
VIOLENTDEATH	12	common	noun	an event that causes someone to die	0	violent death	noun.event	07376176-n
VIOLENTDISORDER	15	common	noun	violently angry and destructive behavior	1	violent disorder	noun.act	00555578-n
VIOLENTLY	9	common	adv	in a violent manner	1	violently	adv.all	00225476-r
VIOLENTSTREAM	13	common	noun	a violently fast stream of water (or other liquid)	1	violent stream	noun.event	07422193-n
VIOLET	6	common	adj	of a color intermediate between red and blue	0	violet	adj.all	00381374-s
VIOLET	6	common	noun	a variable color that lies beyond blue in the spectrum	0	violet	noun.attribute	04978025-n
VIOLET	6	common	noun	any of numerous low-growing violas with small flowers	0	violet	noun.plant	12408356-n
VIOLETBLACK	11	common	adj	of black tinged with violet	1	violet-black	adj.all	00393342-s
VIOLETBLUE	10	common	adj	of blue tinged with lavender	1	violet-blue	adj.all	00378286-s
VIOLETCOLORED	13	common	adj	having a violet color	1	violet-colored	adj.all	00402505-s
VIOLETCOLOURED	14	common	adj	having a violet color	1	violet-coloured	adj.all	00402505-s
VIOLETFAMILY	12	name	noun	a family of order Parietales including the genera Viola, Hybanthus, Hymenanthera, Melicytus	1	violet family	noun.plant	12407718-n
VIOLETFLOWERED	14	common	adj	having a violet color	1	violet-flowered	adj.all	00402505-s
VIOLETFLOWEREDPETUNIA	21	common	noun	herb or small shrublet having solitary violet to rose-red flowers	1	violet-flowered petunia	noun.plant	12930519-n
VIOLETPINK	10	common	adj	of pink tinged with lavender	1	violet-pink	adj.all	00378385-s
VIOLETPURPLE	12	common	adj	light violet and dark purple	1	violet-purple	adj.all	00402623-s
VIOLETSCENTED	13	common	adj	smelling of violets	1	violet-scented	adj.all	01061394-s
VIOLETSTREAKED	14	common	adj	having streaks of violet color	1	violet-streaked	adj.all	01795766-s
VIOLETTINGED	12	common	adj	of something that is tinged with violet	1	violet-tinged	adj.all	00386494-s
VIOLETTINTED	12	common	adj	of something that is tinged with violet	1	violet-tinted	adj.all	00386494-s
VIOLETWOODSORREL	16	common	noun	perennial herb of eastern North America with palmately compound leaves and usually rose-purple flowers	0	violet wood sorrel	noun.plant	12724616-n
VIOLINBOW	9	common	noun	a bow used in playing the violin	1	violin bow	noun.artifact	03337216-n
VIOLINFAMILY	12	common	noun	(music) the family of bowed stringed instruments	1	violin family	noun.group	08014765-n
VIOLINIST	9	common	noun	a musician who plays the violin	0	violinist	noun.person	10774246-n
VIOLINLESSON	12	common	noun	a lesson in playing the violin	1	violin lesson	noun.act	00891649-n
VIOLINMAKER	11	common	noun	someone who makes violins	1	violin maker	noun.person	10774588-n
VIOLINSECTION	13	common	noun	the section of an orchestra that plays violins	1	violin section	noun.group	08234371-n
VIOLIST	7	common	noun	a musician who plays the viola	0	violist	noun.person	10774748-n
VIOLONCELLIST	13	common	noun	someone who plays a violoncello	0	violoncellist	noun.person	09922954-n
VIOLONCELLO	11	common	noun	a large stringed instrument; seated player holds it upright while playing	0	violoncello	noun.artifact	02995666-n
VIORNABALDWINII	15	common	noun	erect clematis of Florida having pink to purple flowers	0	Viorna baldwinii	noun.plant	11750329-n
VIOSTEROL	9	common	noun	a fat-soluble vitamin that prevents rickets	0	viosterol	noun.substance	15116794-n
VIP	3	common	noun	an important or influential (and often overbearing) person	0	VIP	noun.person	10768288-n
VIPER	5	common	noun	venomous Old World snakes characterized by hollow venom-conducting fangs in the upper jaw	0	viper	noun.animal	01754806-n
VIPERA	6	name	noun	type genus of the Viperidae	0	Vipera	noun.animal	01755074-n
VIPERAASPIS	11	common	noun	of southern Europe; similar to but smaller than the adder	0	Vipera aspis	noun.animal	01755377-n
VIPERABERUS	11	common	noun	small terrestrial viper common in northern Eurasia	0	Vipera berus	noun.animal	01755226-n
VIPERIDAE	9	name	noun	Old World vipers	0	Viperidae	noun.animal	01754620-n
VIPERINEGRASSSNAKE	18	common	noun	a small harmless grass snake	1	viperine grass snake	noun.animal	01740706-n
VIPERSBUGLOSS	13	common	noun	a coarse prickly European weed with spikes of blue flowers; naturalized in United States	0	viper's bugloss	noun.plant	12840488-n
VIRACEPT	8	common	noun	a protease inhibitor (trade name Viracept) used in treating HIV usually in combination with other drugs	1	Viracept	noun.artifact	03823370-n
